iter	RMSE
1685	138872.23
1686	138839.9047
1687	138828.9319
1688	138806.502
1689	138784.5477
1690	138762.9889
1691	138749.7246
1692	138725.4224
1693	138690.883
1694	138670.3555
1695	138660.2649
1696	138643.7663
1697	138628.6525
1698	138607.3599
1699	138587.7571
1700	138569.5273
1701	138538.0147
1702	138513.0193
1703	138494.2906
1704	138476.1554
1705	138457.3015
1706	138435.4932
1707	138426.7774
1708	138412.2332
1709	138389.5303
1710	138370.7353
1711	138349.9356
1712	138313.4711
1713	138303.876
1714	138278.1733
1715	138262.7701
1716	138252.6784
1717	138219.6294
1718	138205.4233
1719	138185.8255
1720	138161.3156
1721	138128.9428
1722	138116.2689
1723	138094.6132
1724	138081.1202
1725	138051.5977
1726	138029.5905
1727	138000.2114
1728	137980.6514
1729	137957.962
1730	137953.6224
1731	137936.0302
1732	137913.2685
1733	137879.7458
1734	137860.1201
1735	137841.5021
1736	137832.2379
1737	137826.8599
1738	137808.5178
1739	137794.2825
1740	137777.2785
1741	137766.0053
1742	137750.2876
1743	137730.5347
1744	137708.3094
1745	137682.1304
1746	137663.286
1747	137640.5927
1748	137616.6144
1749	137573.3912
1750	137557.1749
1751	137541.7323
1752	137518.1343
1753	137497.2775
1754	137483.068
1755	137459.0561
1756	137448.3837
1757	137425.4019
1758	137407.3882
1759	137388.7971
1760	137350.8783
1761	137324.3969
1762	137306.0731
1763	137287.6317
1764	137277.9003
1765	137258.3894
1766	137233.0478
1767	137212.1488
1768	137201.0075
1769	137175.3006
1770	137152.6691
1771	137128.0979
1772	137106.5239
1773	137088.8731
1774	137073.871
1775	137058.5682
1776	137034.3039
1777	137016.9163
1778	136990.3168
1779	136976.2177
1780	136952.3256
1781	136931.2824
1782	136912.575
1783	136872.6686
1784	136858.8361
1785	136832.2296
1786	136827.0063
1787	136796.6201
1788	136766.5185
1789	136749.2715
1790	136736.4832
1791	136707.6201
1792	136700.0937
1793	136666.2237
1794	136645.5464
1795	136633.8477
1796	136613.4811
1797	136587.2874
1798	136566.7075
1799	136552.1395
1800	136531.5765
1801	136517.9741
1802	136492.7883
1803	136475.7251
1804	136450.7075
1805	136424.4847
1806	136409.6443
1807	136388.0381
1808	136379.0865
1809	136352.26
1810	136321.8013
1811	136312.4453
1812	136290.3484
1813	136278.542
1814	136238.711
1815	136225.9511
1816	136214.9004
1817	136211.3549
1818	136196.5539
1819	136184.3239
1820	136169.338
1821	136152.215
1822	136131.8741
1823	136099.5162
1824	136089.1254
1825	136062.445
1826	136050.1168
1827	136039.3364
1828	136029.3098
1829	136005.1289
1830	135985.3904
1831	135971.6746
1832	135960.8744
1833	135939.1184
1834	135916.2118
1835	135897.1476
1836	135888.6453
1837	135876.0975
1838	135861.2077
1839	135829.8497
1840	135812.5923
1841	135801.8275
1842	135787.1568
1843	135779.1121
1844	135759.7089
1845	135736.531
1846	135722.4569
1847	135699.0304
1848	135682.4561
1849	135676.6225
1850	135663.1419
1851	135647.8996
1852	135632.3461
1853	135607.7217
1854	135581.8888
1855	135569.9696
1856	135552.0097
1857	135536.1554
1858	135504.4158
1859	135483.1545
1860	135456.4142
1861	135431.2168
1862	135402.5875
1863	135376.2034
1864	135341.5551
1865	135322.8964
1866	135311.6824
1867	135281.0577
1868	135254.3805
1869	135235.4498
1870	135215.0174
1871	135202.6168
1872	135187.5897
1873	135168.8824
1874	135150.5887
1875	135135.8952
1876	135126.9237
1877	135110.3954
1878	135097.2203
1879	135084.3263
1880	135076.3996
1881	135060.2446
1882	135035.7418
1883	135016.3979
1884	134984.6635
1885	134967.5934
1886	134938.2526
1887	134918.1071
1888	134895.2014
1889	134883.6473
1890	134866.325
1891	134848.2464
1892	134829.6716
1893	134818.0135
1894	134791.8606
1895	134771.3384
1896	134753.7874
1897	134734.4651
1898	134710.826
1899	134697.1713
1900	134683.0708
1901	134649.4302
1902	134626.3434
1903	134608.2669
1904	134589.8225
1905	134573.7885
1906	134558.2283
1907	134550.5355
1908	134534.6891
1909	134518.8731
1910	134500.41
1911	134491.0594
1912	134463.915
1913	134455.2313
1914	134432.6695
1915	134413.3715
1916	134390.3821
1917	134370.0616
1918	134351.0838
1919	134333.5075
1920	134313.7305
1921	134297.4184
1922	134280.8649
1923	134261.0483
1924	134251.5383
1925	134229.8369
1926	134208.458
1927	134194.9314
1928	134172.3025
1929	134147.3439
1930	134128.6229
1931	134110.2367
1932	134098.2049
1933	134073.6876
1934	134050.7757
1935	134036.6137
1936	134025.5641
1937	133995.7995
1938	133972.2919
1939	133950.6294
1940	133940.1623
1941	133920.164
1942	133898.5947
1943	133875.4713
1944	133845.229
1945	133814.7703
1946	133792.0268
1947	133755.0023
1948	133739.2118
1949	133714.2097
1950	133700.0518
1951	133683.1225
1952	133665.4197
1953	133636.6502
1954	133617.3548
1955	133603.9995
1956	133576.3811
1957	133566.18
1958	133544.2408
1959	133515.6205
1960	133496.9439
1961	133467.8431
1962	133452.321
1963	133432.9316
1964	133408.3372
1965	133384.4371
1966	133365.244
1967	133349.773
1968	133337.6924
1969	133316.5769
1970	133278.978
1971	133249.7254
1972	133218.1203
1973	133207.6028
1974	133181.8326
1975	133158.4596
1976	133143.5075
1977	133124.288
1978	133114.8515
1979	133084.1141
1980	133068.0092
1981	133058.3228
1982	133041.182
1983	133031.8565
1984	133016.1405
1985	133005.0462
1986	132983.1971
1987	132955.2938
1988	132936.5771
1989	132915.9261
1990	132908.5115
1991	132899.2037
1992	132885.3967
1993	132878.2721
1994	132855.3823
1995	132847.6263
1996	132841.4904
1997	132823.3023
1998	132803.5981
1999	132789.7483
